AcclerometerX,AcclerometerY,AcclerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,MagnetometerX,MagnetometerY,MagnetometerZ,Roll,Pitch,Yaw
-9.673069,0.014366,0.435767,0.03365,-0.000824,0.016821,23.346548,50.855659,-36.951164,-0.54,-0.52,-1.07
-9.706589,-0.004789,0.450133,0.033516,-0.001623,0.025077,23.346548,50.855659,-36.951164,-0.54,-0.52,-1.08
-9.697011,0.004789,0.454922,0.03365,-0.002822,0.024677,23.346548,50.855659,-36.951164,-0.54,-0.52,-1.08
-9.697011,0.004789,0.454922,0.03365,-0.002822,0.024677,23.346548,50.855659,-36.951164,-0.55,-0.52,-1.09
-9.687434,0.023943,0.440556,0.034182,0.002372,0.015622,23.346548,50.855659,-36.951164,-0.55,-0.53,-1.09
-9.716166,0.023943,0.440556,0.033916,0.00064,0.006434,23.346548,50.855659,-36.951164,-0.55,-0.53,-1.1
-9.687434,-0.014366,0.435767,0.03325,-0.00189,-0.013407,21.8987,49.40781,-37.65166,-0.56,-0.53,-1.11
-9.687434,-0.014366,0.435767,0.03325,-0.00189,-0.013407,21.8987,49.40781,-37.65166,-0.56,-0.53,-1.11
-9.673069,-0.023943,0.450133,0.03365,-0.000025,0.012959,21.8987,49.40781,-37.65166,-0.56,-0.54,-1.12
-9.7018,0.043098,0.454922,0.034315,-0.000957,0.045051,21.8987,49.40781,-37.65166,-0.56,-0.54,-1.12
-9.7018,0.043098,0.454922,0.034315,-0.000957,0.045051,21.8987,49.40781,-37.65166,-0.57,-0.54,-1.13
-9.677857,-0.009577,0.440556,0.033516,0.003037,0.004037,21.8987,49.40781,-37.65166,-0.57,-0.55,-1.13
-9.692223,-0.014366,0.469287,0.032984,-0.002156,0.021348,21.8987,49.40781,-37.65166,-0.57,-0.55,-1.14
-9.692223,-0.014366,0.469287,0.032984,-0.002156,0.021348,21.8987,49.40781,-37.65166,-0.58,-0.55,-1.15
-9.711378,0.028732,0.454922,0.034449,0.000241,0.047048,21.8987,49.40781,-37.65166,-0.58,-0.55,-1.15
-9.682645,0.014366,0.435767,0.032984,-0.000558,0.013225,20.631834,49.226829,-38.177032,-0.58,-0.56,-1.16
-9.682645,0.014366,0.435767,0.032984,-0.000558,0.013225,20.631834,49.226829,-38.177032,-0.59,-0.56,-1.16
-9.687434,-0.038309,0.454922,0.033783,-0.00189,0.004171,20.631834,49.226829,-38.177032,-0.59,-0.56,-1.17
-9.692223,-0.009577,0.421401,0.035913,0.005567,0.026941,20.631834,49.226829,-38.177032,-0.59,-0.57,-1.17
-9.706589,0.038309,0.454922,0.034449,-0.006284,0.041056,20.631834,49.226829,-38.177032,-0.59,-0.57,-1.18
-9.706589,0.038309,0.454922,0.034449,-0.006284,0.041056,20.631834,49.226829,-38.177032,-0.6,-0.57,-1.18
